id,location,mode,required_skills,description
p695,Hyderabad,DIGITAL,Python,"<p>Home automation&nbsp;is&nbsp;building automation&nbsp;for a home, called a&nbsp;smart home&nbsp;or&nbsp;smart house. It involves the control and automation of lighting, heating (such as&nbsp;smart thermostats), ventilation, air conditioning (HVAC), and security, as well as&nbsp;home appliances&nbsp;such as washer/dryers, ovens or refrigerators/freezers.&nbsp;Wi-Fi&nbsp;is often used for remote monitoring and control. Home devices, when remotely monitored and controlled via the Internet, are an important constituent of the&nbsp;Internet of Things. Modern systems generally consist of switches and sensors connected to a central hub sometimes called a &quot;gateway&quot; from which the system is controlled with a&nbsp;user interface&nbsp;that is interacted either with a wall-mounted terminal, mobile phone software,&nbsp;tablet computer&nbsp;or a web interface, often but not always via Internet cloud services</p>
"
p697,Hyderabad,DIGITAL,Python,"<p>The intern will work on application &amp; algorithm to identify and track multiple target objects of interest. Minimum Requirements: C++, OpenCV, Python Hardware: Computer with a multi core CPU, integrated GPU or GPU card available and RAM: 8-16 GB</p>
"
p698,Chennai,DIGITAL,"SpringBoot,Postgresql","<p>The project involves data collection of application portfolio. During the data collection the quality of data needs to be reviewed and any deviation in the data quality fed in by the user need to be highlighted by looking at the existing data quality. The current challenge is that data quality plays major role in decision making during the portfolio analysis. Using Python / R the data patterns on the quality of data need to be scanned and highlighted to users using a color range Red- Amber - Green in real time. Looking at the RAG status users will be prompted to correct their response in real time. Second Part of the project is to build the analytical rules for portfolio analysis by learning the existing rules and existing data set available. This learning will lead to continuous automated building of rules which will ensure assessment outcomes based on previous experience and data through continuous learning.</p>
"
p699,Nagpur,DIGITAL,Java,"<p>Development of an intelligent bot to help troubleshoot issues &amp; improve the application performance</p>
"
p700,Bangalore,DIGITAL,Basic coding knowledge on Java,"<p>Digital Banking</p>
"
p701,Bangalore,DIGITAL,UI Technologies (Angular),"<p>Digital Banking</p>
"
p705,Pune,DIGITAL,Programming skills and Digital skills,"<p>Develop Integrated platform for all Business Needs to improve service delivery and enhance customer experience Create preconfigured workflow use cases across Enterprise services</p>
"
p707,Chennai,DIGITAL,"Mobile Development Skills,Creative problem solving","<p>We are a breed of creative Research team working on imagining the future possibilities with Algorithmic Retail. Envisioning the future retail here. We need Digital Innovators to work with us to Ideate, Innovate and Solve complex problems - Be the conduit between business, technology and creative disciplines, to craft beautifully seamless experiences that deliver business outcomes - Being adept and quickly evolve from fuzzy problems to working solution prototypes while using the current and future state of digital technologies -Logical problem-solving skills coupled with ability to look at emerging ideas and technologies to identify new solutions - Must be self-motivated, disciplined, and takes responsibility for their own work</p>
"
p708,Bangalore,DIGITAL,"SQL,Python","<p>Design and Develop a Web Crawler tool for an Auto Finance Company. This would hep the auto finance company to make decisions and offer competitve auto finances to the end users / industres ( Food for thought - rate, location, Model, Vehicle segment etc). Technology: Java/Python with any DB in Windows platform The project will follow Agile methodology.</p>
"
p709,Kolkata,DIGITAL,Development and Devops,"<p>it is a multi user website , to capature, analyze and report Account level data from FE. ChatBot to guide the user and AI to be used to analyze the data and report</p>
"
p710,Kolkata,DIGITAL,Digital skills having programming language,"<p>End to End Testing of Access Central application.</p>
"
p712,Pune,DIGITAL,Programming skills and Digital skills,"<p>Text Analytics solution to extract structured data from scanned or un structured data and performa data analytics on the same</p>
"
p713,Kochi,DIGITAL,Programming skills and Digital skills,"<p>Development of a Framework for assessing customer interactions with the interprise (Web, Chat, Contact Center) and Outside (Social Media Platform,Twitter, Facebook etc) and then develop insights. The data from Web Analytics (Google, Metamo, Adobe etc) + Traditional</p>
"
p714,Bangalore,DIGITAL,Programming skills and Digital skills,"<p>app consult provides the perfect solution for an alternative location based appointment: a secure and user friendly platform for online video consultation. Through our application, you can easily perform an online video consultation with your client. A physical face to face appointment is no longer necessary! artificial intelegence; generic question related to problem will be answered based on artiicial Intelegence question bank which will give answer to your probllem I user not satisied then he/she can opt or appointment which can be relalized in below 2 ways By appointment: with the build in planning tool you simply arrange an appointment with a client or patient. The online video conversation can begin on the pre-arranged time. Without appointment. In addition, it is possible for clients to start a non-scheduled appointment via video counselling. The clients get connected once an employee of your organization is available.</p>
"
p716,Pune,DIGITAL,CSS,"<p>Use any web development technology to create a microsite (or multiple webpages)</p>
"
p717,Mumbai,DIGITAL,Programming skills and Digital skills,"<p>ABC is Title and Technology sponsor for International Marathon hosted across the world. As a part of sponsorship ABC develops Mobile Applications for the event. Mobile Application provides details to runners and spectators for this event which can be useful during the marathon or race day. App provides details of Route Map, Event Calendar, Runner Timing Details across the race. Apps are developed on iOS and Android platforms and are available to download free on Google Play and Apple App Store</p>
"
